genres,game_title,url,release_date,price,id,developer
['Simulation'],F-117A Nighthawk Stealth Fighter 2.0,http://store.steampowered.com/app/328920/F117A_Nighthawk_Stealth_Fighter_20/,1991-01-02,6.99,328920,"MicroProse Software, Inc."
"['Adventure', 'Indie', 'RPG']",The Forest of Doom,http://store.steampowered.com/app/270490/The_Forest_of_Doom/,2014-10-30,4.99,270490,Tin Man Games
"['Action', 'Adventure', 'Indie', 'RPG']",Majestic Nights,http://store.steampowered.com/app/284140/Majestic_Nights/,2014-10-30,4.99,284140,Epiphany Games
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Hail to the King: Deathbat,http://store.steampowered.com/app/327440/Hail_to_the_King_Deathbat/,2014-10-30,5.99,327440,Subscience Studios
"['Simulation', 'Strategy']",Buzz Aldrin's Space Program Manager,http://store.steampowered.com/app/308270/Buzz_Aldrins_Space_Program_Manager/,2014-10-31,29.99,308270,Polar Motion
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Halloween Tiles Resource Pack,http://store.steampowered.com/app/330631/RPG_Maker_VX_Ace__Halloween_Tiles_Resource_Pack/,2014-10-31,9.99,330631,Degica
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Forest of the Necromancer Soundscapes,http://store.steampowered.com/app/329822/RPG_Maker_VX_Ace__Forest_of_the_Necromancer_Soundscapes/,2014-10-31,9.99,329822,Darkraven
"['Action', 'Indie', 'RPG']",NS2: Combat,http://store.steampowered.com/app/310110/NS2_Combat/,2014-10-31,5.99,310110,Faultline Games
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Underworld Soundscapes,http://store.steampowered.com/app/330630/RPG_Maker_VX_Ace__Underworld_Soundscapes/,2014-10-31,9.99,330630,Darkraven
['Simulation'],Fleet Defender: The F-14 Tomcat Simulation,http://store.steampowered.com/app/328930/Fleet_Defender_The_F14_Tomcat_Simulation/,1994-04-18,6.99,328930,"MicroProse Software, Inc."
"['Action', 'Indie', 'Strategy']",Natural Selection 2 - Reaper Pack,http://store.steampowered.com/app/310100/Natural_Selection_2__Reaper_Pack/,2014-10-31,4.99,310100,Unknown Worlds Entertainment
"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",AXYOS,http://store.steampowered.com/app/318100/AXYOS/,2014-10-31,7.99,318100,Axyos Games
['Action'],Call of Duty®: Advanced Warfare - Gold Edition,http://store.steampowered.com/app/209650/Call_of_Duty_Advanced_Warfare__Gold_Edition/,2014-11-03,59.99,209650,"Sledgehammer Games,Raven Software"
"['Action', 'Indie']",Depth,http://store.steampowered.com/app/274940/Depth/,2014-11-03,19.99,274940,Digital Confectioners
"['Adventure', 'Casual']",Dark Arcana: The Carnival,http://store.steampowered.com/app/284730/Dark_Arcana_The_Carnival/,2012-10-08,9.99,284730,Artifex Mundi
['Casual'],Alcatraz Builder,http://store.steampowered.com/app/326130/Alcatraz_Builder/,2014-06-12,4.99,326130,Little World Studio
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Rise to Ruins,http://store.steampowered.com/app/328080/Rise_to_Ruins/,2014-10-27,9.99,328080,Raymond Doerr
"['Indie', 'Simulation', 'Strategy']",Democracy 3: Clones and Drones,http://store.steampowered.com/app/322000/Democracy_3_Clones_and_Drones/,2014-10-27,4.99,322000,Positech Games
"['Action', 'Free to Play', 'Indie', 'RPG', 'Early Access']",Skara - The Blade Remains,http://store.steampowered.com/app/274620/Skara__The_Blade_Remains/,2017-02-03,0.0,274620,8-Bit Studio
"['Indie', 'Simulation', 'Strategy']",Rise to Ruins - The Living Soundtrack!,http://store.steampowered.com/app/328210/Rise_to_Ruins__The_Living_Soundtrack/,2014-10-27,2.99,328210,Bibiki
"['Adventure', 'RPG']",Mythos: The Beginning - Director's Cut,http://store.steampowered.com/app/325320/Mythos_The_Beginning__Directors_Cut/,2014-10-24,5.99,325320,Dark Gaia Studios
"['Adventure', 'Indie', 'RPG']",Tales of Maj'Eyal - Ashes of Urh'Rok,http://store.steampowered.com/app/316910/Tales_of_MajEyal__Ashes_of_UrhRok/,2014-10-27,3.99,316910,Netcore Games
"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™,http://store.steampowered.com/app/249050/Dungeon_of_the_Endless/,2014-10-27,11.99,249050,AMPLITUDE Studios
"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™ - Crystal Edition Upgrade,http://store.steampowered.com/app/268080/Dungeon_of_the_Endless__Crystal_Edition_Upgrade/,2014-10-27,7.99,268080,AMPLITUDE Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Hardland,http://store.steampowered.com/app/321980/Hardland/,2014-10-23,14.99,321980,Mountain Sheep
"['Adventure', 'Indie']",The Shopkeeper,http://store.steampowered.com/app/324610/The_Shopkeeper/,2014-10-23,2.99,324610,Tom De Roeck
"['Action', 'Indie']",Fabula Mortis,http://store.steampowered.com/app/320790/Fabula_Mortis/,2014-10-27,7.99,320790,Deadghost Interactive
"['Action', 'Free to Play', 'Indie']",Double Action: Boogaloo,http://store.steampowered.com/app/317360/Double_Action_Boogaloo/,2014-10-23,0.0,317360,Double Action Factory
"['Action', 'Indie']",Kromaia,http://store.steampowered.com/app/285980/Kromaia/,2014-10-23,19.99,285980,Kraken Empire
"['Action', 'Indie', 'Strategy']",Prophour23 - Soundtrack,http://store.steampowered.com/app/328790/Prophour23__Soundtrack/,2014-10-23,3.99,328790,The Secret Pie
['Strategy'],Sid Meier's Civilization®: Beyond Earth™,http://store.steampowered.com/app/65980/Sid_Meiers_Civilization_Beyond_Earth/,2014-10-23,39.99,65980,"Firaxis Games,Aspyr (Mac, Linux)"
"['Adventure', 'Indie']",Squishy the Suicidal Pig,http://store.steampowered.com/app/318430/Squishy_the_Suicidal_Pig/,2014-10-23,1.99,318430,"Tomi Maarela,Elias Viglione"
['Casual'],Pajama Sam: Games to Play on Any Day,http://store.steampowered.com/app/317020/Pajama_Sam_Games_to_Play_on_Any_Day/,2001-01-01,4.99,317020,Humongous Entertainment
"['Adventure', 'Casual']",Fatty Bear's Birthday Surprise,http://store.steampowered.com/app/317030/Fatty_Bears_Birthday_Surprise/,1993-03-26,6.99,317030,Humongous Entertainment
['Strategy'],Deadlock: Planetary Conquest,http://store.steampowered.com/app/328440/Deadlock_Planetary_Conquest/,1996-01-01,6.99,328440,"Accolade, Inc."
['Strategy'],Deadlock II: Shrine Wars,http://store.steampowered.com/app/328450/Deadlock_II_Shrine_Wars/,1998-01-01,6.99,328450,"Cyberlore Studios, Inc.,Accolade"
"['Action', 'Racing']",Redline,http://store.steampowered.com/app/328460/Redline/,1999-01-01,6.99,328460,"Accolade, Inc."
['Action'],Slave Zero,http://store.steampowered.com/app/328470/Slave_Zero/,1999-01-01,6.99,328470,"Accolade, Inc."
"['Action', 'Adventure', 'Strategy']",7th Legion,http://store.steampowered.com/app/327910/7th_Legion/,1997-01-01,6.99,327910,"Epic MegaGames,Vision Software"
['Strategy'],Graviteam Tactics: Shield of the Prophet,http://store.steampowered.com/app/326391/Graviteam_Tactics_Shield_of_the_Prophet/,2014-10-23,14.99,326391,Graviteam
"['Action', 'Indie', 'RPG']",Ziggurat,http://store.steampowered.com/app/308420/Ziggurat/,2014-10-23,14.99,308420,Milkstone Studios
"['Action', 'Casual']",Cooking Academy Fire and Knives,http://store.steampowered.com/app/322040/Cooking_Academy_Fire_and_Knives/,2014-10-23,14.99,322040,Fugazo
"['Action', 'Adventure', 'Indie']",Snow Light,http://store.steampowered.com/app/329480/Snow_Light/,2014-08-15,9.99,329480,West Dragon Productions DR
"['Action', 'Casual', 'Indie']",Vanguard Princess Lilith,http://store.steampowered.com/app/329150/Vanguard_Princess_Lilith/,2014-10-19,2.99,329150,Tomoaki Sugeno
"['Action', 'Indie', 'Strategy']",Prophour23,http://store.steampowered.com/app/317610/Prophour23/,2014-10-22,9.99,317610,The Secret Pie
"['Adventure', 'Indie', 'RPG', 'Simulation']",Data Hacker: Corruption,http://store.steampowered.com/app/329000/Data_Hacker_Corruption/,2014-01-01,2.99,329000,New Reality Games
"['Casual', 'Indie']",Moonlight Minions,http://store.steampowered.com/app/311170/Moonlight_Minions/,2014-10-22,0.99,311170,Shorebound Studios
"['Indie', 'Simulation']",Meadowland,http://store.steampowered.com/app/320120/Meadowland/,2014-10-22,3.99,320120,Mårten Jonsson
['Adventure'],Paper Monsters Recut,http://store.steampowered.com/app/314540/Paper_Monsters_Recut/,2014-10-23,7.99,314540,"Mobot Studios, Inc"
"['Indie', 'RPG', 'Strategy']",Talisman - The Dungeon Expansion,http://store.steampowered.com/app/267775/Talisman__The_Dungeon_Expansion/,2014-10-23,6.99,267775,Nomad Games
['Adventure'],Dragonsphere,http://store.steampowered.com/app/327940/Dragonsphere/,1994-01-01,6.99,327940,MPS Labs
"['Adventure', 'RPG']",Darklands,http://store.steampowered.com/app/327930/Darklands/,1992-01-01,6.99,327930,MPS Labs
['Adventure'],BloodNet,http://store.steampowered.com/app/327920/BloodNet/,1993-01-01,6.99,327920,"MicroProse Software, Inc"
['Simulation'],Train Simulator: DB BR 442 'Talent 2' EMU Add-On,http://store.steampowered.com/app/258656/Train_Simulator_DB_BR_442_Talent_2_EMU_AddOn/,2014-10-20,19.99,258656,Dovetail Games
['Strategy'],Fat Chicken - OST by Jason Graves,http://store.steampowered.com/app/326250/Fat_Chicken__OST_by_Jason_Graves/,2014-10-20,4.99,326250,"Mighty Rabbit Studios,Relevant Games"
"['Action', 'Indie', 'RPG']",Paranautical Activity: Deluxe Atonement Edition,http://store.steampowered.com/app/250580/Paranautical_Activity_Deluxe_Atonement_Edition/,2013-02-14,9.99,250580,Digerati Distribution
['Action'],One Shot Escape DLC,http://store.steampowered.com/app/289733/One_Shot_Escape_DLC/,2014-10-20,0.99,289733,Eko Software
['Action'],Barricade! DLC,http://store.steampowered.com/app/289734/Barricade_DLC/,2014-10-20,1.99,289734,Eko Software
"['Adventure', 'Casual', 'Indie']",Sinister City,http://store.steampowered.com/app/326180/Sinister_City/,2014-10-18,0.99,326180,Jetdogs Studios
"['Action', 'Indie', 'Simulation', 'Strategy']",Door Kickers,http://store.steampowered.com/app/248610/Door_Kickers/,2014-10-20,19.99,248610,KillHouse Games
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners - Youtuber Pack 2,http://store.steampowered.com/app/317490/SpeedRunners__Youtuber_Pack_2/,2014-10-20,2.99,317490,DoubleDutch Games
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners - Youtuber Pack 1,http://store.steampowered.com/app/317480/SpeedRunners__Youtuber_Pack_1/,2014-10-20,2.99,317480,DoubleDutch Games
"['Casual', 'Indie']",Poltergeist: A Pixelated Horror,http://store.steampowered.com/app/323700/Poltergeist_A_Pixelated_Horror/,2014-10-20,7.99,323700,Glitchy Pixel
['Strategy'],Warlock 2: Wrath of the Nagas,http://store.steampowered.com/app/306150/Warlock_2_Wrath_of_the_Nagas/,2014-10-21,14.99,306150,Ino-Co Plus
"['Indie', 'RPG', 'Strategy']",Jagged Alliance Flashback,http://store.steampowered.com/app/256010/Jagged_Alliance_Flashback/,2014-10-21,19.99,256010,Full Control
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC9 Variety Pack 3,http://store.steampowered.com/app/316060/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_Revolution__DLC9_Variety_Pack_3/,2014-10-21,1.99,316060,"CyberConnect2 Co., Ltd."
['Strategy'],"Warlock 2: The Good, the Bad, &amp; the Muddy",http://store.steampowered.com/app/320721/Warlock_2_The_Good_the_Bad__the_Muddy/,2014-10-21,4.99,320721,Ino-Co Plus
"['Action', 'Adventure']",Sniper Elite 3 - U.S. Camouflage Rifles Pack,http://store.steampowered.com/app/326430/Sniper_Elite_3__US_Camouflage_Rifles_Pack/,2014-10-17,1.99,326430,Rebellion
"['Action', 'Simulation']",Wings! Remastered Edition,http://store.steampowered.com/app/320840/Wings_Remastered_Edition/,2014-10-17,14.99,320840,Cinemaware
"['Indie', 'RPG']",Thieves' Gambit: The Curse of the Black Cat,http://store.steampowered.com/app/328550/Thieves_Gambit_The_Curse_of_the_Black_Cat/,2014-10-17,2.99,328550,Choice of Games
['RPG'],Pier Solar - The Definitive Original Soundtrack,http://store.steampowered.com/app/328200/Pier_Solar__The_Definitive_Original_Soundtrack/,2011-09-01,9.99,328200,WaterMelon
"['Indie', 'RPG']",DarkEnd,http://store.steampowered.com/app/292370/DarkEnd/,2014-10-17,7.99,292370,Kodots Games
"['Action', 'Indie']",DeadCore,http://store.steampowered.com/app/284460/DeadCore/,2014-10-17,9.99,284460,5 Bits Games
"['Indie', 'Simulation', 'Strategy']",Supreme Ruler Ultimate,http://store.steampowered.com/app/314980/Supreme_Ruler_Ultimate/,2014-10-17,19.99,314980,BattleGoat Studios
"['Indie', 'Massively Multiplayer', 'RPG']",Perpetuum,http://store.steampowered.com/app/223410/Perpetuum/,2014-10-17,9.99,223410,Avatar Creations
"['Casual', 'Indie']",Secret of the Magic Crystals - Dress Up,http://store.steampowered.com/app/321421/Secret_of_the_Magic_Crystals__Dress_Up/,2014-10-17,2.99,321421,Artery Games
['Adventure'],Rex Nebular and the Cosmic Gender Bender,http://store.steampowered.com/app/328430/Rex_Nebular_and_the_Cosmic_Gender_Bender/,1992-11-01,6.99,328430,"MicroProse Software, Inc."
"['Indie', 'Strategy']",Eufloria HD Original Soundtrack,http://store.steampowered.com/app/327040/Eufloria_HD_Original_Soundtrack/,2014-10-14,7.99,327040,Milieu
"['Indie', 'Strategy']",Eufloria HD,http://store.steampowered.com/app/221180/Eufloria_HD/,2014-10-14,14.99,221180,"Rudolf Kremers &amp; Alex May,Tuna"
['Simulation'],DIG IT! - A Digger Simulator,http://store.steampowered.com/app/311910/DIG_IT__A_Digger_Simulator/,2014-10-14,17.99,311910,Cape Copenhagen
['Simulation'],OMSI 2 Add-on Vienna,http://store.steampowered.com/app/313420/OMSI_2_Addon_Vienna/,2014-10-15,19.99,313420,ViewApp
['Simulation'],X-Plane 10 AddOn - Carenado - C152 II,http://store.steampowered.com/app/325142/XPlane_10_AddOn__Carenado__C152_II/,2014-10-15,24.99,325142,Carenado
['Adventure'],Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,http://store.steampowered.com/app/262000/Gabriel_Knight_Sins_of_the_Fathers_20th_Anniversary_Edition/,2014-10-15,19.99,262000,"Phoenix Online Studios,Pinkerton Road Studio"
"['Casual', 'Indie', 'Early Access']",Blob From Space,http://store.steampowered.com/app/315070/Blob_From_Space/,2014-10-15,5.99,315070,JosPlays
"['Adventure', 'Indie', 'RPG']",Legend of Grimrock 2,http://store.steampowered.com/app/251730/Legend_of_Grimrock_2/,2014-10-15,23.99,251730,Almost Human Games
"['Casual', 'Indie']",May’s Mysteries: The Secret of Dragonville,http://store.steampowered.com/app/327650/Mays_Mysteries_The_Secret_of_Dragonville/,2012-06-13,9.99,327650,V5 Play
"['Action', 'Adventure', 'Indie']",Slender: The Arrival Soundtrack,http://store.steampowered.com/app/324720/Slender_The_Arrival_Soundtrack/,2014-10-08,4.99,324720,Blue Isle Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Salt,http://store.steampowered.com/app/327860/Salt/,2014-08-22,14.99,327860,Lavaboots Studios
"['Free to Play', 'RPG', 'Strategy']",Pox Nora,http://store.steampowered.com/app/201210/Pox_Nora/,2014-10-15,0.0,201210,Desert Owl Games LLC
"['Indie', 'Strategy']",100% Orange Juice - Syura &amp; Nanako Character Pack,http://store.steampowered.com/app/327340/100_Orange_Juice__Syura__Nanako_Character_Pack/,2014-10-15,1.99,327340,Orange_Juice
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC8 Variety Pack 2,http://store.steampowered.com/app/301897/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_Revolution__DLC8_Variety_Pack_2/,2014-10-14,1.99,301897,"CyberConnect2 Co., Ltd."
"['RPG', 'Simulation', 'Strategy']",Expansion - Crusader Kings II: Charlemagne,http://store.steampowered.com/app/292982/Expansion__Crusader_Kings_II_Charlemagne/,2014-10-14,14.99,292982,Paradox Development Studio
"['Action', 'RPG']",Borderlands: The Pre-Sequel,http://store.steampowered.com/app/261640/Borderlands_The_PreSequel/,2014-10-14,39.99,261640,"2K Australia,Gearbox Software,Aspyr (Mac and Linux)"
"['Adventure', 'Indie']",Bik - A Space Adventure,http://store.steampowered.com/app/325160/Bik__A_Space_Adventure/,2014-10-14,4.99,325160,Zotnip
"['Adventure', 'Indie']",Bik - Soundtrack,http://store.steampowered.com/app/326290/Bik__Soundtrack/,2014-10-14,2.99,326290,Zotnip
"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC7 Variety Pack 1,http://store.steampowered.com/app/301896/NARUTO_SHIPPUDEN_Ultimate_Ninja_STORM_Revolution__DLC7_Variety_Pack_1/,2014-10-07,1.99,301896,"CyberConnect2 Co., Ltd."
"['Casual', 'Simulation']",Rocksmith® 2014 – Audioslave - “I Am The Highway”,http://store.steampowered.com/app/295018/Rocksmith_2014__Audioslave__I_Am_The_Highway/,2014-10-07,2.99,295018,Ubisoft - San Francisco
"['Action', 'Adventure', 'Racing']",Sleeping Dogs: Definitive Edition,http://store.steampowered.com/app/307690/Sleeping_Dogs_Definitive_Edition/,2014-10-08,29.99,307690,"United Front Games,Feral Interactive (Mac)"
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Builder - Artifact DLC Pack,http://store.steampowered.com/app/326691/My_Lands_Builder__Artifact_DLC_Pack/,2014-10-03,79.99,326691,"Gravvit Ltd,Forbes  Consult Ltd"
"['Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",My Lands: Highlander - Artifact DLC Pack,http://store.steampowered.com/app/326690/My_Lands_Highlander__Artifact_DLC_Pack/,2014-10-03,99.99,326690,"Gravvit Ltd,Forbes  Consult Ltd"
"['Action', 'Adventure', 'Casual', 'Indie']",Last Knight: Rogue Rider Edition,http://store.steampowered.com/app/262210/Last_Knight_Rogue_Rider_Edition/,2014-10-03,7.99,262210,Toco Games
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Evil Castle Tiles Pack,http://store.steampowered.com/app/325500/RPG_Maker_VX_Ace__Evil_Castle_Tiles_Pack/,2014-10-03,9.99,325500,Degica
"['Action', 'Indie']",A.R.E.S. Extinction Agenda EX,http://store.steampowered.com/app/315340/ARES_Extinction_Agenda_EX/,2014-10-03,9.99,315340,Extend Studio
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Tarot Battlers,http://store.steampowered.com/app/325501/RPG_Maker_VX_Ace__Tarot_Battlers/,2014-10-03,14.99,325501,"Degica,Thalzon"
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Inspirational Vol. 3,http://store.steampowered.com/app/325503/RPG_Maker_VX_Ace__Inspirational_Vol_3/,2014-10-03,24.99,325503,Degica
"['Indie', 'Strategy', 'Early Access']",Warring States,http://store.steampowered.com/app/282680/Warring_States/,2014-10-06,19.99,282680,polynation games ltd
['Adventure'],Damned,http://store.steampowered.com/app/251170/Damned/,2014-10-06,9.99,251170,9heads Game Studios
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Gyrowolf's Galactic Music Pack,http://store.steampowered.com/app/325502/RPG_Maker_VX_Ace__Gyrowolfs_Galactic_Music_Pack/,2014-10-03,19.99,325502,"Degica,Gyrowolf"
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Luna Engine,http://store.steampowered.com/app/325504/RPG_Maker_VX_Ace__Luna_Engine/,2014-10-03,29.99,325504,"Archeia,Degica"
"['Action', 'Adventure']",Disney Epic Mickey 2:  The Power of Two,http://store.steampowered.com/app/245300/Disney_Epic_Mickey_2__The_Power_of_Two/,2012-11-18,19.99,245300,Junction Point
"['Action', 'Adventure']",Disney Planes,http://store.steampowered.com/app/286880/Disney_Planes/,2013-08-06,19.99,286880,Behaviour Interactive
"['Action', 'Adventure', 'Racing']",Disney•Pixar Cars 2: The Video Game,http://store.steampowered.com/app/301760/DisneyPixar_Cars_2_The_Video_Game/,2011-06-21,19.99,301760,Avalanche Software
['Action'],Alien: Isolation,http://store.steampowered.com/app/214490/Alien_Isolation/,2014-10-06,39.99,214490,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Action', 'Adventure']",Disney•Pixar Brave: The Video Game,http://store.steampowered.com/app/301830/DisneyPixar_Brave_The_Video_Game/,2012-06-19,19.99,301830,Behaviour Interactive Inc.
"['Action', 'Adventure']",Disney•Pixar Toy Story 3: The Video Game,http://store.steampowered.com/app/300820/DisneyPixar_Toy_Story_3_The_Video_Game/,2011-06-15,19.99,300820,Avalanche Software
['Action'],Alien: Isolation - Crew Expendable,http://store.steampowered.com/app/282511/Alien_Isolation__Crew_Expendable/,2014-10-06,3.99,282511,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
['Simulation'],Train Simulator: DB BR 103 TEE Loco Add-On,http://store.steampowered.com/app/277741/Train_Simulator_DB_BR_103_TEE_Loco_AddOn/,2014-10-09,19.99,277741,Virtual Railroads
['Simulation'],Train Simulator: GWR Class 14XX Loco Add-On,http://store.steampowered.com/app/277745/Train_Simulator_GWR_Class_14XX_Loco_AddOn/,2014-10-09,19.99,277745,Victory Works
"['Action', 'Adventure']",Pirates of the Caribbean: At World's End,http://store.steampowered.com/app/301980/Pirates_of_the_Caribbean_At_Worlds_End/,2007-05-22,19.99,301980,Eurocom Entertainment Software
"['Action', 'Indie']",Giana Sisters: Twisted Dreams - Original Soundtrack,http://store.steampowered.com/app/326370/Giana_Sisters_Twisted_Dreams__Original_Soundtrack/,2014-10-09,7.99,326370,Black Forest Games
['RPG'],FINAL FANTASY® XIII,http://store.steampowered.com/app/292120/FINAL_FANTASY_XIII/,2014-10-09,15.99,292120,Square Enix
"['Adventure', 'Indie']",TRI Original Soundtrack + Artbook,http://store.steampowered.com/app/323730/TRI_Original_Soundtrack__Artbook/,2014-10-09,8.99,323730,Rat King Entertainment
"['Adventure', 'Indie']",TRI: Of Friendship and Madness,http://store.steampowered.com/app/293660/TRI_Of_Friendship_and_Madness/,2014-10-09,14.99,293660,Rat King Entertainment
"['Adventure', 'Indie']",A Golden Wake,http://store.steampowered.com/app/307570/A_Golden_Wake/,2014-10-09,9.99,307570,Grundislav Games
"['Adventure', 'Simulation']",Sid Meier's Covert Action (Classic),http://store.steampowered.com/app/327390/Sid_Meiers_Covert_Action_Classic/,1990-01-01,6.99,327390,"MicroProse Software, Inc"
"['Adventure', 'Simulation']",Sid Meier's Pirates! Gold Plus (Classic),http://store.steampowered.com/app/327380/Sid_Meiers_Pirates_Gold_Plus_Classic/,1987-01-01,6.99,327380,"MicroProse Software, Inc"
"['Adventure', 'Simulation']",Sid Meier's Colonization (Classic),http://store.steampowered.com/app/327400/Sid_Meiers_Colonization_Classic/,1994-01-01,6.99,327400,"MicroProse Software, Inc"
"['Casual', 'Strategy']",Crazy Machines 2: Pirates,http://store.steampowered.com/app/323390/Crazy_Machines_2_Pirates/,2014-10-09,2.99,323390,Fakt Software
"['Action', 'Adventure', 'Indie']",Schein,http://store.steampowered.com/app/321920/Schein/,2014-10-09,8.99,321920,Zeppelin Studio
['Simulation'],X-Plane 10 AddOn - Carenado - PA32R 301 Saratoga SP,http://store.steampowered.com/app/325143/XPlane_10_AddOn__Carenado__PA32R_301_Saratoga_SP/,2014-10-10,24.99,325143,Carenado
['Action'],Ryse: Son of Rome,http://store.steampowered.com/app/302510/Ryse_Son_of_Rome/,2014-10-10,19.99,302510,Crytek
['Casual'],Save the Furries,http://store.steampowered.com/app/325110/Save_the_Furries/,2012-05-15,6.99,325110,Smack Down Productions
"['Indie', 'Simulation']",Euro Truck Simulator 2 - French Paint Jobs Pack,http://store.steampowered.com/app/318510/Euro_Truck_Simulator_2__French_Paint_Jobs_Pack/,2014-10-10,0.99,318510,SCS Software
"['Indie', 'RPG']",Boot Hill Heroes,http://store.steampowered.com/app/313470/Boot_Hill_Heroes/,2014-10-10,8.99,313470,Experimental Gamer Studios
"['Action', 'Racing']",Split/Second,http://store.steampowered.com/app/297860/SplitSecond/,2010-05-18,19.99,297860,Black Rock Studio
"['Action', 'Adventure']",Disney's Tangled,http://store.steampowered.com/app/318950/Disneys_Tangled/,2010-11-19,19.99,318950,Planet Moon Studios
"['Action', 'Adventure']",Disney TRON: Evolution,http://store.steampowered.com/app/315440/Disney_TRON_Evolution/,2010-12-07,19.99,315440,GameStar
"['Action', 'Adventure']",Disney Alice in Wonderland,http://store.steampowered.com/app/316030/Disney_Alice_in_Wonderland/,2010-03-02,19.99,316030,Etranges Libellules Studios
['Adventure'],Disney The Princess and the Frog,http://store.steampowered.com/app/318740/Disney_The_Princess_and_the_Frog/,2009-11-17,19.99,318740,Griptonite Games
"['Action', 'Adventure']",LEGO® Pirates of the Caribbean: The Video Game,http://store.steampowered.com/app/311770/LEGO_Pirates_of_the_Caribbean_The_Video_Game/,2011-05-24,19.99,311770,Traveller's Tales
"['Action', 'Adventure']",Disney Universe,http://store.steampowered.com/app/316260/Disney_Universe/,2011-10-25,19.99,316260,Eurocom
['Casual'],Moorhuhn / Crazy Chicken Tales,http://store.steampowered.com/app/318660/Moorhuhn__Crazy_Chicken_Tales/,2010-09-13,2.99,318660,Coreplay
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Photo Editing']",Bitmap2Material 3 Professional Upgrade,http://store.steampowered.com/app/326050/Bitmap2Material_3_Professional_Upgrade/,2014-09-30,49.99,326050,Allegorithmic
"['Action', 'Casual', 'Indie', 'Early Access']",Cavern Kings,http://store.steampowered.com/app/321830/Cavern_Kings/,2014-09-30,9.99,321830,Vine
"['Action', 'Adventure']",Watch_Dogs - Bad Blood,http://store.steampowered.com/app/293061/Watch_Dogs__Bad_Blood/,2014-09-30,14.99,293061,Ubisoft
"['Action', 'Indie']",Skullgirls: Eliza,http://store.steampowered.com/app/245176/Skullgirls_Eliza/,2014-09-30,1.99,245176,Lab Zero Games
['Simulation'],X-Plane 10 AddOn - Carenado - M20J 201,http://store.steampowered.com/app/325144/XPlane_10_AddOn__Carenado__M20J_201/,2014-10-01,24.99,325144,Carenado
"['Casual', 'Indie', 'Strategy']",Khet 2.0,http://store.steampowered.com/app/312720/Khet_20/,2014-10-01,9.99,312720,BlueLine Games
"['Action', 'Adventure', 'RPG']",Gauntlet™ Slayer Edition,http://store.steampowered.com/app/258970/Gauntlet_Slayer_Edition/,2014-09-23,19.99,258970,Arrowhead Game Studios
"['Action', 'Adventure']",Schrödinger’s Cat And The Raiders Of The Lost Quark,http://store.steampowered.com/app/295490/Schrdingers_Cat_And_The_Raiders_Of_The_Lost_Quark/,2014-09-23,9.99,295490,Italic Pig
['Casual'],Runaway Express Mystery,http://store.steampowered.com/app/299020/Runaway_Express_Mystery/,2014-09-23,6.99,299020,Icarus Games
"['Casual', 'Simulation', 'Strategy']",TransOcean: The Shipping Company,http://store.steampowered.com/app/289930/TransOcean_The_Shipping_Company/,2014-09-23,19.99,289930,Deck13 Hamburg
['Action'],Red Orchestra 2/Rising Storm Beta Community Maps,http://store.steampowered.com/app/324850/Red_Orchestra_2Rising_Storm_Beta_Community_Maps/,2014-09-23,0.0,324850,"RO2/RS Community,Tripwire Interactive"
['Action'],Red Orchestra 2/Rising Storm Alpha Community Maps,http://store.steampowered.com/app/324830/Red_Orchestra_2Rising_Storm_Alpha_Community_Maps/,2014-09-23,0.0,324830,"RO2/RS Community,Tripwire Interactive"
